timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1741825800,Mar 13 2025 - 12:30am,complete,N/A,Ceará,Confiança,N/A,N/A,3.00,3.00,1.00,2.00,2,2,4,2,0,2,"74,84","10,36",13,2,4,0,4,0,1,3,1,3,28,6,11,6,17,0,10,10,68,32,1.91,2.08,3.55,1.11,3.50,0,100,50,50,50,50,100,0,100,12.00,1.00,1.43,4.20,7.50,1.33,1.98,3.70,6.55,2.10,1.67,Estádio Comendador Agostinho Prada
1741905000,Mar 13 2025 - 10:30pm,complete,N/A,Atlético PR,Guarany de Bagé,N/A,N/A,3.00,1.00,1.63,0.50,3,1,4,2,2,0,"12,41,72","59",18,3,-1,-1,-1,-1,-1,-1,-1,-1,27,6,12,3,15,3,-1,-1,63,37,1.28,2.07,3.10,0.82,2.00,50,100,0,0,0,0,50,50,100,8.00,2.00,1.20,6.20,14.00,1.25,1.82,3.10,5.55,2.75,1.40,N/A
1741912200,Mar 14 2025 - 12:30am,complete,N/A,CSA,Tuna Luso,N/A,N/A,3.00,3.00,1.83,1.50,5,0,5,4,4,0,"2,17,20,24,62","",5,3,2,0,2,0,0,2,0,2,16,10,9,4,7,6,-1,-1,50,50,1.94,1.97,2.10,1.34,1.50,0,50,0,0,0,50,50,0,50,5.00,9.00,1.47,4.10,6.80,1.30,1.95,3.45,6.15,2.00,1.75,N/A
1741912200,Mar 14 2025 - 12:30am,complete,N/A,Vila Nova,Rio Branco-VN,N/A,N/A,1.00,1.00,1.00,0.50,6,0,6,1,1,0,"9,64,72,75,80,84","",5,1,3,0,1,1,0,3,2,0,21,7,10,3,11,4,14,9,60,40,1.20,0.96,2.80,0.84,0.00,0,0,0,0,0,0,0,0,0,7.00,5.00,1.46,3.99,7.40,1.40,2.15,4.20,8.50,2.50,1.50,N/A
1745964000,Apr 29 2025 - 10:00pm,complete,N/A,Internacional,Maracanã,N/A,N/A,0.00,1.00,1.75,0.50,1,0,1,0,0,0,"90'3","",15,0,0,0,5,0,0,0,2,3,28,2,6,0,22,2,15,12,72,28,0.00,1.40,3.17,0.16,0.50,25,25,0,0,0,0,25,0,25,5.50,1.00,1.10,7.50,15.50,1.10,1.44,2.20,3.35,2.32,1.55,N/A
1745964000,Apr 29 2025 - 10:00pm,complete,N/A,Retrô,Fortaleza,N/A,N/A,2.00,0.00,1.17,1.00,1,1,2,1,1,0,"33","88",5,9,2,0,4,0,1,1,2,2,20,17,6,7,14,10,9,15,41,59,1.06,0.00,1.88,1.90,1.25,50,50,25,0,0,25,50,0,25,2.00,-0.50,4.20,3.25,1.75,1.42,2.20,3.94,8.30,2.02,1.77,Itaipava Arena Pernambuco
1745965800,Apr 29 2025 - 10:30pm,complete,11024,Maringá,Atlético Mineiro,N/A,N/A,3.00,3.00,1.75,1.63,2,2,4,2,1,1,"17,51","43,70",4,9,2,0,3,0,2,0,1,2,13,21,7,8,6,13,18,10,43,57,1.90,2.41,1.53,2.21,3.50,50,75,50,50,50,50,75,50,75,18.00,0.50,4.74,3.25,1.83,1.32,2.05,3.95,7.90,1.83,1.75,Estádio Regional Willie Davids
1745973000,Apr 30 2025 - 12:30am,complete,N/A,Fluminense,Aparecidense,N/A,N/A,3.00,2.00,2.20,1.00,1,0,1,0,0,0,"81","",10,2,1,0,4,0,1,0,1,3,26,9,9,0,17,9,12,14,67,33,3.07,1.41,2.90,0.76,4.00,50,75,75,50,25,25,75,75,100,11.50,2.50,1.18,6.00,15.66,1.15,1.60,2.55,5.20,2.45,1.47,N/A
1745973000,Apr 30 2025 - 12:30am,complete,N/A,São Paulo,Náutico,N/A,N/A,0.00,3.00,2.25,1.50,2,1,3,2,1,1,"21,46","17",11,4,1,0,2,0,0,1,0,2,17,9,6,1,11,8,13,12,58,42,0.00,1.13,1.87,1.04,1.50,0,50,25,25,0,25,50,25,25,4.00,2.00,1.16,5.50,12.00,1.20,1.76,2.65,6.10,2.20,1.50,Morumbí
1746050400,Apr 30 2025 - 10:00pm,complete,N/A,Botafogo,Capital Brasilia,N/A,N/A,0.00,2.00,1.83,1.75,4,0,4,1,1,0,"12,74,76,90","",8,2,1,0,1,0,0,1,0,1,16,5,10,0,6,5,12,8,71,29,0.00,1.58,2.14,0.56,1.00,25,25,25,25,0,25,25,25,25,7.50,0.50,1.16,6.00,23.00,1.18,1.57,2.56,4.40,2.65,1.42,Estádio Nilton Santos
1746052200,Apr 30 2025 - 10:30pm,complete,N/A,Ceará,Palmeiras,N/A,N/A,2.00,0.00,1.00,1.50,0,1,1,1,0,1,"","34",3,4,3,0,4,0,2,1,2,2,14,12,2,3,12,9,19,19,54,46,2.73,0.00,1.31,1.20,1.50,25,50,25,25,0,25,50,25,50,9.50,2.00,3.40,3.00,2.15,1.48,2.25,4.33,9.30,2.00,1.73,Estádio Governador Plácido Aderaldo Castelo
1746059400,May 01 2025 - 12:30am,complete,N/A,Paysandu,Bahia,N/A,N/A,0.00,0.00,0.00,2.17,0,1,1,1,0,1,"","43",8,6,2,0,2,0,1,1,1,1,15,17,1,7,14,10,14,8,32,68,0.00,0.00,1.30,1.82,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.70,2.90,2.24,1.44,2.38,4.20,6.50,2.00,1.70,Estádio Leônidas Sodré de Castro
1746059400,May 01 2025 - 12:30am,complete,N/A,Novorizontino,Corinthians,N/A,N/A,3.00,0.00,1.50,2.50,0,1,1,1,0,1,"","10",7,3,1,0,3,0,1,0,1,2,12,5,2,2,10,3,11,11,56,44,1.91,0.00,1.30,0.57,1.25,25,25,25,25,0,25,50,25,25,6.00,2.50,2.60,2.70,2.80,1.55,2.50,4.80,10.50,1.85,1.80,Estádio Dr. Jorge Ismael de Biasi
1746059400,May 01 2025 - 12:30am,complete,N/A,CSA,Grêmio,N/A,N/A,3.00,1.00,1.83,0.75,3,2,5,2,1,1,"15,87,90'2","23,80",2,4,3,0,2,0,2,1,1,1,13,10,6,6,7,4,15,11,49,51,2.02,1.83,1.49,1.22,3.75,50,100,50,50,50,75,75,50,75,14.50,7.00,3.80,3.00,2.00,1.40,2.30,4.40,11.00,2.07,1.73,N/A
1746126000,May 01 2025 - 7:00pm,complete,N/A,Operário PR,Vasco da Gama,N/A,N/A,2.00,3.00,1.50,1.50,1,1,2,1,0,1,"72","20",4,1,3,0,2,0,1,2,1,1,14,8,1,3,13,5,13,18,52,48,2.03,2.52,1.24,0.88,1.75,0,50,50,0,0,25,50,25,25,13.50,1.00,3.39,2.53,2.63,1.50,2.20,5.70,10.00,2.23,1.65,Estádio Germano Krüger
1746126000,May 01 2025 - 7:00pm,complete,6168,Brusque,Atlético PR,N/A,N/A,3.00,3.00,1.75,1.63,0,0,0,0,0,0,"","",2,9,2,0,1,0,1,1,0,1,4,15,3,4,1,11,15,22,39,61,2.51,2.19,0.62,1.62,2.75,50,100,50,25,0,25,100,50,100,15.50,2.00,4.50,3.23,1.86,1.50,2.20,5.20,13.00,2.10,1.62,Estádio Augusto Bauer
1746133200,May 01 2025 - 9:00pm,complete,N/A,Santos,CRB,N/A,N/A,0.00,0.00,1.00,0.75,1,1,2,1,1,0,"45'1","58",13,6,2,1,2,0,0,3,1,1,17,14,6,7,11,7,13,7,50,50,0.00,0.00,1.97,1.60,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.33,4.20,7.60,1.38,2.08,3.60,7.00,2.35,1.48,Estádio Urbano Caldeira
1746135000,May 01 2025 - 9:30pm,complete,N/A,Criciúma,Bragantino,N/A,N/A,3.00,1.00,2.25,0.83,1,0,1,0,0,0,"54","",6,8,4,0,1,0,0,4,0,1,10,13,2,0,8,13,16,8,34,66,1.66,1.97,0.96,1.37,2.00,75,75,25,0,0,25,75,25,75,14.50,1.00,2.98,2.90,2.37,1.38,2.20,3.90,8.50,1.91,1.75,Estádio Heriberto Hülse
1746140400,May 01 2025 - 11:00pm,complete,N/A,Botafogo PB,Flamengo,N/A,N/A,2.00,0.00,1.00,2.25,0,1,1,0,0,0,"","",1,11,0,0,1,0,0,0,0,1,4,25,0,9,4,16,13,10,24,76,1.36,0.00,0.57,3.57,1.50,25,50,25,25,0,50,50,25,25,2.50,3.00,13.50,5.20,1.25,1.22,1.81,2.70,4.70,2.40,1.49,N/A
1746145800,May 02 2025 - 12:30am,complete,27700,Cruzeiro,Vila Nova,N/A,N/A,0.00,2.00,2.38,1.00,2,0,2,2,2,0,"34,37","",9,6,1,0,2,0,1,0,2,0,17,9,4,1,13,8,12,14,60,40,0.00,2.00,1.80,0.80,1.50,0,25,25,25,25,0,25,25,25,4.00,4.00,1.35,4.01,7.50,1.30,1.98,4.00,6.00,2.15,1.65,Estádio Governador Magalhães Pinto
1747778400,May 20 2025 - 10:00pm,complete,N/A,Vasco da Gama,Operário PR,N/A,N/A,2.33,1.67,1.50,1.50,1,1,2,1,1,0,"42","90'3",3,3,1,0,1,0,0,1,0,1,19,11,6,4,13,7,18,7,53,47,1.97,1.77,2.03,1.28,1.84,33,67,34,0,0,17,67,17,50,10.67,2.33,1.58,3.50,5.75,1.42,2.31,4.05,10.00,2.25,1.57,Estádio Club de Regatas Vasco da Gama
1747780200,May 20 2025 - 10:30pm,complete,N/A,Atlético PR,Brusque,N/A,N/A,2.33,2.33,1.63,1.75,1,0,1,1,1,0,"2","",5,9,3,0,3,0,0,3,1,2,22,11,13,2,9,9,21,19,41,59,2.00,1.56,2.44,1.05,1.84,33,67,33,17,0,17,67,33,67,14.00,2.34,1.48,3.75,6.85,1.37,2.15,4.35,8.00,2.35,1.48,N/A
1747787400,May 21 2025 - 12:30am,complete,N/A,Náutico,São Paulo,N/A,N/A,2.00,3.00,1.50,2.25,1,2,3,1,0,1,"83","4,75",7,6,2,1,2,1,2,1,1,2,16,14,5,6,11,8,15,16,58,42,1.10,1.87,1.77,1.51,3.00,67,100,84,17,0,84,100,17,84,15.00,3.00,4.80,3.61,1.60,1.33,2.10,3.70,8.00,2.06,1.72,N/A
1747787400,May 21 2025 - 12:30am,complete,N/A,Grêmio,CSA,N/A,N/A,0.67,3.00,0.75,1.83,0,0,0,0,0,0,"","",12,3,2,1,4,0,1,2,2,2,20,9,8,3,12,6,14,12,75,25,1.63,1.84,2.42,0.91,4.17,67,100,67,67,67,84,84,67,84,11.67,6.34,1.27,4.80,10.18,1.21,1.74,2.70,4.90,2.05,1.60,Arena do Grêmio
1747864800,May 21 2025 - 10:00pm,complete,N/A,Fortaleza,Retrô,N/A,N/A,1.00,1.67,1.00,1.17,1,1,2,0,0,0,"57","65",12,6,3,0,3,0,1,2,1,2,18,12,3,5,15,7,10,13,59,41,1.90,1.47,1.83,1.19,2.17,100,100,17,0,0,17,100,0,84,12.50,4.33,1.27,5.25,7.90,1.24,1.85,3.00,5.50,2.50,1.52,Estádio Governador Plácido Aderaldo Castelo
1747866600,May 21 2025 - 10:30pm,complete,N/A,Aparecidense,Fluminense,N/A,N/A,1.33,3.00,1.00,2.20,1,4,5,3,1,2,"31","41,45'2,71,64",8,8,0,0,2,0,0,0,0,2,7,14,4,5,3,9,9,14,52,48,1.20,3.01,0.93,1.45,3.00,33,50,50,33,17,17,50,50,100,11.67,3.34,6.30,4.15,1.48,1.37,2.11,3.78,7.50,2.05,1.57,N/A
1747866600,May 21 2025 - 10:30pm,complete,N/A,Bahia,Paysandu,N/A,N/A,3.00,0.00,2.17,0.00,4,0,4,3,3,0,"3,33,45'3,66","",6,3,2,0,1,0,1,1,1,0,16,12,9,6,7,6,15,5,67,33,1.82,1.30,1.81,1.35,1.00,0,0,0,0,0,0,100,0,0,14.00,4.00,1.37,4.30,8.50,1.22,1.87,3.00,5.80,2.05,1.65,Arena Fonte Nova
1747873800,May 22 2025 - 12:30am,complete,N/A,Atlético Mineiro,Maringá,Bruno Arleu de Araujo,N/A,2.33,2.33,1.63,1.75,4,0,4,1,1,0,"45'4,52,88,78","",6,5,1,0,3,1,0,1,2,2,22,10,10,3,12,7,11,17,65,35,2.34,1.78,2.49,1.09,3.67,67,84,67,67,33,67,84,67,84,16.34,2.00,1.27,5.50,12.00,1.17,1.71,2.60,4.80,2.20,1.62,N/A
1747873800,May 22 2025 - 12:30am,complete,N/A,Flamengo,Botafogo PB,Lucas Paulo Torezin,N/A,3.00,1.33,2.25,1.00,4,2,6,4,3,1,"4,7,22,49","36,69",7,6,0,0,3,0,0,0,1,2,18,12,9,4,9,8,11,15,70,30,3.57,1.09,2.30,1.30,1.67,17,34,17,17,0,34,34,17,17,13.00,3.00,1.09,9.00,23.00,1.06,1.30,1.88,2.79,2.10,1.55,N/A
1747873800,May 22 2025 - 12:30am,complete,N/A,Corinthians,Novorizontino,N/A,N/A,3.00,2.00,2.50,1.50,1,0,1,0,0,0,"90'3","",7,2,1,0,3,0,0,1,1,2,11,7,2,1,9,6,5,10,59,41,0.57,1.71,1.28,0.79,1.50,17,17,17,17,0,17,100,17,17,9.33,5.00,1.68,3.30,5.40,1.40,2.30,4.15,8.75,2.31,1.64,Arena Corinthians
1747951200,May 22 2025 - 10:00pm,complete,N/A,Maracanã,Internacional,Edina Alves Batista,N/A,0.67,3.00,0.50,1.75,0,3,3,0,0,0,"","50,86,73",0,7,1,0,2,0,0,1,1,1,5,31,3,9,2,22,7,13,42,58,0.99,3.17,0.74,2.93,1.00,17,17,0,0,0,0,17,0,84,18.67,2.33,13.00,5.00,1.22,1.25,1.82,2.90,5.00,2.60,1.43,Estádio Orlando Scarpelli
1747951200,May 22 2025 - 10:00pm,complete,N/A,Vila Nova,Cruzeiro,N/A,N/A,1.33,3.00,1.00,2.38,0,3,3,0,0,0,"","56,86,75",9,5,4,0,3,0,2,2,2,1,21,15,7,10,14,5,14,11,48,52,1.60,1.80,2.19,1.90,2.34,0,84,17,17,17,67,84,17,17,13.67,4.33,2.75,2.75,2.73,1.55,2.82,5.40,9.30,2.10,1.60,N/A
1747953000,May 22 2025 - 10:30pm,complete,N/A,Palmeiras,Ceará,Anderson Daronco,N/A,3.00,1.33,1.50,1.00,3,0,3,0,0,0,"67,87,69","",8,5,0,0,1,0,0,0,0,1,19,11,8,0,11,11,6,11,61,39,1.20,2.26,2.08,0.76,1.67,17,34,17,17,0,17,100,17,34,11.33,6.33,1.43,4.15,6.30,1.35,2.23,4.00,10.50,2.25,1.55,Allianz Parque
1747960200,May 23 2025 - 12:30am,complete,N/A,Capital Brasilia,Botafogo,Bruno Pereira Vasconcelos,N/A,1.33,3.00,1.75,1.83,1,0,1,1,1,0,"31","",4,9,1,0,2,0,1,0,2,0,9,15,4,5,5,10,12,12,35,65,1.24,2.14,1.21,1.96,3.34,17,84,84,84,0,17,84,84,84,13.67,1.67,5.40,3.75,1.54,1.33,1.97,3.40,7.10,1.95,1.80,N/A
1747960200,May 23 2025 - 12:30am,complete,N/A,CRB,Santos,Ramon Abatti,N/A,1.00,1.00,0.75,1.00,0,0,0,0,0,0,"","",5,12,1,0,2,0,0,1,0,2,15,18,7,7,8,11,17,8,51,49,1.60,1.97,1.75,1.90,2.00,100,100,0,0,0,0,100,0,100,19.00,6.00,3.08,3.05,2.24,1.41,2.25,4.20,9.80,1.98,1.79,N/A
1747960200,May 23 2025 - 12:30am,complete,N/A,Bragantino,Criciúma,Wilton Pereira Sampaio,N/A,0.67,3.00,0.83,2.25,6,0,6,2,2,0,"9,22,61,53,68,88","",6,6,1,0,1,0,1,0,1,0,19,12,8,1,11,11,11,14,49,51,1.77,1.43,2.08,1.20,1.67,50,50,17,0,0,17,50,17,84,14.34,2.33,1.41,4.40,5.80,1.25,1.90,3.00,5.50,1.97,1.70,N/A
1753826400,Jul 29 2025 - 10:00pm,complete,N/A,Botafogo,Bragantino,N/A,5,1.50,1.25,1.83,0.83,2,0,2,2,2,0,"16,32","",6,3,2,0,2,0,2,0,2,0,16,10,7,4,9,6,10,7,49,51,2.05,1.85,1.79,1.23,2.63,25,63,38,38,13,13,75,50,75,15.00,2.00,1.60,3.60,5.90,1.32,2.11,3.50,5.80,2.00,1.67,Estádio Nilton Santos
1753912800,Jul 30 2025 - 10:00pm,complete,N/A,CSA,Vasco da Gama,N/A,N/A,2.50,2.00,1.83,1.50,0,0,0,0,0,0,"","",4,9,2,0,3,1,0,2,1,3,10,20,0,6,10,14,10,18,29,71,1.61,1.99,0.79,2.26,2.75,38,88,50,25,25,50,75,25,63,7.25,4.00,4.50,3.00,1.89,1.50,2.40,4.75,10.00,2.17,1.62,N/A
1753914600,Jul 30 2025 - 10:30pm,complete,N/A,Cruzeiro,CRB,N/A,N/A,3.00,1.00,2.38,0.75,0,0,0,0,0,0,"","",12,3,3,0,5,0,2,1,3,2,23,10,11,2,12,8,9,21,61,39,1.85,1.67,2.77,0.97,1.75,25,75,25,0,0,25,50,25,50,12.50,3.50,1.30,4.80,9.00,1.24,1.88,3.08,5.75,2.20,1.55,Estádio Governador Magalhães Pinto
1753914600,Jul 30 2025 - 10:30pm,complete,N/A,Bahia,Retrô,N/A,5,3.00,1.50,2.17,1.17,3,2,5,3,2,1,"18,20,79","33,87",6,3,1,0,1,0,0,1,0,1,16,9,6,5,10,4,12,14,76,24,1.82,1.38,2.01,1.09,2.38,50,75,38,25,0,38,88,13,63,10.33,3.00,1.22,6.20,13.00,1.13,1.67,2.35,3.70,2.20,1.62,Arena Fonte Nova
1753921800,Jul 31 2025 - 12:30am,complete,N/A,Internacional,Fluminense,N/A,N/A,3.00,3.00,1.75,2.20,1,2,3,3,1,2,"35","9,40",4,1,6,0,2,0,4,2,0,2,15,9,2,3,13,6,12,9,59,41,3.05,2.62,1.54,1.01,3.13,25,63,63,25,25,25,38,63,100,20.25,2.00,2.01,2.65,4.10,1.50,2.55,5.30,10.00,2.10,1.67,N/A
1753921800,Jul 31 2025 - 12:30am,complete,N/A,Corinthians,Palmeiras,N/A,5,3.00,3.00,2.50,1.50,1,0,1,0,0,0,"79","",4,4,3,0,2,0,2,1,2,0,10,11,5,4,5,7,20,13,51,49,0.93,1.64,1.16,1.20,1.50,0,25,25,0,0,0,50,25,50,11.00,4.00,3.10,2.58,2.62,1.78,3.45,7.73,13.80,2.20,1.55,Arena Corinthians
1754001000,Jul 31 2025 - 10:30pm,complete,N/A,São Paulo,Atlético PR,N/A,5,3.00,2.50,2.25,1.63,2,1,3,1,1,0,"31,77","87",3,0,3,0,1,0,2,1,1,0,14,5,5,2,9,3,15,9,66,34,1.69,2.11,1.58,0.65,2.38,63,75,63,13,0,38,88,38,75,17.00,3.00,1.73,3.10,5.90,1.55,2.80,6.00,11.00,2.68,1.52,Morumbí
1754008200,Aug 01 2025 - 12:30am,complete,N/A,Flamengo,Atlético Mineiro,N/A,5,3.00,2.50,2.25,1.63,0,1,1,0,0,0,"","66",4,3,1,0,1,0,0,1,0,1,21,14,3,5,18,9,12,11,66,34,2.94,2.38,1.85,1.40,3.63,50,75,63,63,38,50,63,75,75,18.50,2.25,1.57,3.25,6.10,1.47,2.59,5.11,10.00,2.50,1.55,N/A
1754517600,Aug 06 2025 - 10:00pm,complete,N/A,Bragantino,Botafogo,N/A,N/A,1.00,2.00,0.83,1.83,0,1,1,0,0,0,"","55",2,3,3,2,3,0,2,3,1,2,10,7,1,1,9,6,15,17,51,49,1.72,1.96,0.94,0.79,2.47,20,74,27,27,10,37,80,37,57,13.47,2.47,2.60,3.10,2.60,1.40,2.20,4.20,7.70,1.90,1.79,N/A
1754517600,Aug 06 2025 - 10:00pm,complete,N/A,Atlético Mineiro,Flamengo,N/A,N/A,2.60,2.00,1.63,2.25,0,1,1,1,0,1,"","21",3,5,2,0,1,0,1,1,0,1,18,17,6,4,12,13,13,12,47,53,2.18,2.58,1.86,1.68,2.94,37,57,47,47,27,37,47,57,84,15.53,2.27,3.10,3.00,2.16,1.48,2.40,4.70,11.50,2.09,1.75,N/A
1754519400,Aug 06 2025 - 10:30pm,complete,N/A,Atlético PR,São Paulo,N/A,N/A,2.00,3.00,1.63,2.25,1,0,1,0,0,0,"69","",6,2,3,0,3,1,1,2,3,1,17,4,3,2,14,2,22,17,70,30,1.82,1.65,1.77,0.55,2.50,70,80,70,10,0,27,90,54,80,13.47,3.27,2.80,2.70,2.62,1.68,2.97,5.20,16.00,2.33,1.52,N/A
1754519400,Aug 06 2025 - 10:30pm,complete,N/A,Retrô,Bahia,N/A,N/A,1.20,3.00,1.17,2.17,0,0,0,0,0,0,"","",4,11,2,0,2,0,0,2,0,2,6,16,2,4,4,12,13,8,33,67,1.31,1.88,0.93,1.69,3.07,67,84,54,44,27,54,90,37,74,10.00,2.67,5.30,3.73,1.61,1.25,1.98,3.25,6.00,1.92,1.90,Itaipava Arena Pernambuco
1754526600,Aug 07 2025 - 12:30am,complete,N/A,Palmeiras,Corinthians,N/A,N/A,2.00,3.00,1.50,2.50,0,2,2,1,0,1,"","43,59",8,6,2,2,3,0,1,3,1,2,19,14,2,7,17,7,15,17,54,46,1.49,1.00,1.65,1.57,1.34,0,17,17,0,0,0,33,17,67,10.00,4.33,1.54,3.52,5.40,1.47,1.88,4.75,9.10,2.45,1.55,Allianz Parque
1754526600,Aug 07 2025 - 12:30am,complete,N/A,Fluminense,Internacional,N/A,N/A,3.00,2.00,2.20,1.75,1,1,2,0,0,0,"46","65",6,5,4,0,4,0,2,2,2,2,9,10,3,2,6,8,16,18,37,63,2.30,2.55,1.14,1.18,3.17,47,74,74,20,20,47,57,47,74,16.27,3.87,2.07,2.89,3.41,1.52,2.40,4.80,9.30,2.09,1.68,N/A
1754607600,Aug 07 2025 - 11:00pm,complete,N/A,Vasco da Gama,CSA,N/A,N/A,1.80,2.20,1.50,1.83,3,1,4,3,3,0,"31,45'1,20","49",4,2,2,0,2,0,1,1,0,2,24,7,8,1,16,6,14,9,72,28,2.04,1.44,2.55,0.64,2.20,30,70,40,20,20,40,60,20,50,8.40,4.40,1.49,3.75,7.40,1.35,2.11,3.50,7.50,2.05,1.62,Estádio Club de Regatas Vasco da Gama
1754611200,Aug 08 2025 - 12:00am,complete,N/A,CRB,Cruzeiro,N/A,N/A,1.00,2.33,0.75,2.38,0,2,2,1,0,1,"","43,90'6",4,9,4,0,4,0,1,3,2,2,14,13,2,5,12,8,17,14,49,51,1.44,2.16,1.22,1.57,1.17,17,50,17,0,0,17,33,17,33,13.34,5.00,4.50,3.45,1.85,1.36,2.25,4.10,8.00,2.16,1.67,N/A
1756333800,Aug 27 2025 - 10:30pm,complete,N/A,Atlético Mineiro,Cruzeiro,N/A,N/A,2.17,2.50,1.63,2.38,0,2,2,0,0,0,"","50,64",3,5,3,0,3,0,2,1,2,1,12,10,3,5,9,5,15,22,61,39,2.13,2.01,1.30,1.20,2.29,17,71,38,25,9,29,59,46,67,16.08,4.42,2.24,2.85,3.00,1.63,3.10,6.50,6.60,2.20,1.62,N/A
1756341000,Aug 28 2025 - 12:30am,complete,N/A,Vasco da Gama,Botafogo,N/A,N/A,2.00,2.25,1.50,1.83,1,1,2,2,1,1,"17","8",2,4,2,0,4,0,0,2,1,3,14,9,6,3,8,6,15,16,54,46,2.13,1.67,1.55,0.92,2.17,25,67,38,21,0,29,71,21,59,11.17,3.67,3.05,2.88,2.18,1.53,2.50,5.16,12.00,1.95,1.69,Estádio Club de Regatas Vasco da Gama
1756341000,Aug 28 2025 - 12:30am,complete,N/A,Atlético PR,Corinthians,N/A,N/A,2.17,3.00,1.63,2.50,0,1,1,0,0,0,"","58",7,3,3,0,2,0,2,1,2,0,13,12,4,3,9,9,13,17,42,58,1.81,1.14,1.46,1.06,1.54,17,38,17,9,0,9,59,17,71,11.67,3.50,2.41,2.90,2.77,1.53,2.70,5.92,12.00,2.19,1.65,N/A
1756420200,Aug 28 2025 - 10:30pm,complete,N/A,Bahia,Fluminense,N/A,N/A,2.50,2.67,2.17,2.20,1,0,1,0,0,0,"86","",7,8,1,0,1,0,0,1,0,1,10,10,4,3,6,7,9,18,50,50,1.83,2.11,1.16,1.17,3.09,46,67,59,42,29,50,71,46,67,14.58,3.42,2.05,2.85,3.50,1.53,2.60,5.00,9.50,2.10,1.70,Arena Fonte Nova
1757541600,Sep 10 2025 - 10:00pm,complete,N/A,Fluminense,Bahia,N/A,N/A,2.29,2.60,2.20,2.17,2,0,2,0,0,0,"55,84","",2,3,2,0,5,0,1,1,2,3,10,2,5,1,5,1,16,17,63,37,1.97,1.70,1.56,0.38,2.75,39,56,49,35,25,42,59,39,73,14.63,3.17,1.63,3.66,5.90,1.42,2.40,4.00,9.50,2.34,1.55,N/A
1757550600,Sep 11 2025 - 12:30am,complete,N/A,Corinthians,Atlético PR,N/A,N/A,3.00,1.86,2.50,1.63,2,0,2,1,1,0,"43,63","",2,3,4,0,3,0,1,3,1,2,9,6,3,2,6,4,13,10,62,38,1.13,1.76,1.04,0.83,1.46,15,32,15,7,0,7,49,15,76,11.31,3.69,1.92,2.80,4.50,1.50,2.55,5.26,12.00,2.28,1.64,Arena Corinthians
1757629800,Sep 11 2025 - 10:30pm,complete,N/A,Cruzeiro,Atlético Mineiro,N/A,N/A,2.60,1.86,2.38,1.63,2,0,2,1,1,0,"5,48","",5,10,2,0,2,1,1,1,1,2,10,11,6,3,4,8,19,10,27,73,1.85,2.01,1.22,1.23,2.26,15,76,32,22,7,25,49,56,73,14.71,4.66,2.28,2.80,3.30,1.47,2.58,4.60,12.00,2.10,1.63,Estádio Governador Magalhães Pinto
1757637000,Sep 12 2025 - 12:30am,complete,N/A,Botafogo,Vasco da Gama,N/A,N/A,2.00,1.86,1.83,1.50,1,1,2,2,1,1,"43","21",10,0,0,0,0,0,0,0,0,0,22,8,9,5,13,3,11,13,57,43,1.52,2.04,2.42,1.09,2.15,39,73,32,17,0,42,76,17,49,10.29,4.11,1.55,3.50,6.00,1.32,2.12,3.75,7.50,2.10,1.68,Estádio Nilton Santos
1765413000,Dec 11 2025 - 12:30am,complete,59052,Cruzeiro,Corinthians,N/A,28,2.67,3.00,2.38,2.50,0,1,1,1,0,1,"","22",13,2,3,0,6,0,0,3,1,5,15,8,2,2,13,6,9,17,63,37,1.74,1.11,1.30,0.72,1.58,0,58,9,0,0,9,50,17,75,11.67,5.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Estádio Governador Magalhães Pinto
