team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Tombense FC,Tombense,2025,Brazil,2,0,2,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,0,38,38,32,3,2,1,5,0,5,0,3,0,2,0,1,60,0,60,90,0,90,0,0,0,1,0,1,1,0,1,1,0,1,5,0,5,3,0,3,44,0,44,14,0,14,6,0,6,8,0,8,10,0,10,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1.5,0,1.5,2.5,0,2.5,1.5,0,1.5,1,0,1,1.5,0,1.5,1,0,1,0.5,0,0.5,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,1,1,1,2,2,100,50,50,50,0,0,0,0,0,0,0,0,100,50,50,50,0,0,0,50,50,50,100,100,0,0,0,0,0,0,0,50,50,50,100,100,2,1,0,0,0,0,2,1,0,100,50,0,0,0,0,100,50,0,50,0,50,0,0,0,0,50,0,50,50,0,50,50,0,50,1,0,1,50,0,50,1,0,1,50,0,50,0,0,0,0,0,0,50,0,50,0,0,0,50,0,50,2.50,0.00,2.50,3,0,3.00,100,100,50,0,0,0,0,0,0.43,0.00,0.93,1.58,0.00,2.08,100,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,50,0,50,0
Sociedade Esportiva e Recreativa Caxias do Sul,Caxias,2025,Brazil,2,1,1,0,1,0,1,0,0,0,1,1,0,1.5,0,3,0,40,40,31,3,2,1,5,3,2,1,2,2,0,-1,2,60,90,45,90,45,0,1,0,1,1,1,0,0,0,0,1,0,1,3,2,1,1,1,0,40,40,0,16,16,0,6,6,0,10,10,0,15,15,0,0,0,0,1,1,0,-1,-1,0,0,0,0,1,0,1,1,1,0,0.5,0,1,2.5,3,2,1.5,1,2,1,2,0,0.5,1,0,0,0,0,0.5,1,0,2,2,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,2,2,2,0,0,0,1,1,1,0,0,1,1,1,1,100,100,50,0,0,0,100,100,100,0,0,0,100,100,0,0,0,0,0,0,50,100,100,100,0,0,0,100,100,100,0,0,100,100,100,100,1,0,0,1,0,0,0,0,0,50,0,0,100,0,0,0,0,0,50,0,100,-67,50,0,100,50,100,0,0,0,0,50,0,100,1,0,1,50,0,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,0,100,50,100,0,1.50,2.00,1.00,1,1,0.00,50,50,50,50,0,0,0,0,0.56,1.56,0.00,1.14,2.14,0.00,50,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,50,100,0,0
Águia de Marabá FC,Águia de Marabá,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,41,41,92,0,8,-8,8,8,0,0,0,8,0,-8,0,0,0,0,11,11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,36,36,0,1,1,0,0,0,0,1,1,0,7,7,0,0,0,0,4,4,0,-4,-4,0,0,0,0,0,0,0,1,1,0,0,0,0,8,8,0,0,0,0,8,8,0,4,4,0,0,0,0,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,1.00,1.00,0.00,0,0,0.00,100,100,100,100,100,100,0,0,0.00,0.15,0.00,2.99,3.99,0.00,400,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,1,0,0,0,100,100,0,0
AA Portuguesa Rio de Janeiro,Portuguesa RJ,2025,Brazil,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,42,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,5,0,5,34,0,34,11,0,11,2,0,2,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,3.00,0.00,3.00,5,0,5.00,100,0,0,0,0,0,0,0,0.16,0.00,1.16,0.40,0.00,1.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
Ceilândia EC,Ceilândia,2025,Brazil,2,1,1,0,0,0,0,2,1,1,0,0,0,1,1,1,0,43,43,44,2,2,0,4,4,0,2,0,2,0,0,0,90,45,0,90,45,0,1,0,1,1,1,0,1,0,1,0,0,0,6,4,2,3,3,0,49,50,48,13,9,4,7,6,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,4,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,1,1,1,1,1,1,1,1,50,50,50,50,0,0,100,100,100,100,0,0,0,0,0,0,0,0,50,50,50,50,100,100,0,0,0,0,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,50,100,0,50,0,100,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,3.00,4.00,2.00,3,3,0.00,50,50,50,50,0,0,0,0,1.07,1.36,0.78,1.65,1.88,1.41,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
Maranhão AC,Maranhão,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,44,44,70,0,1,-1,1,1,0,0,0,1,0,-1,0,0,0,0,90,90,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,50,50,0,8,8,0,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0.00,0.00,0.00,2,2,0.00,100,100,100,0,0,0,0,0,0.13,1.13,0.00,1.01,2.01,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,0,0
Parnahyba SC,Parnahyba,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,45,45,90,0,5,-5,5,5,0,0,0,5,0,-5,0,0,0,0,18,18,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,50,50,0,6,6,0,2,2,0,4,4,0,0,0,0,0,0,0,4,4,0,-4,-4,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,5,5,0,4,4,0,0,0,0,4,4,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,5.00,5.00,0.00,0,0,0.00,100,100,100,100,100,0,0,0,0.00,0.95,0.00,1.08,2.08,0.00,200,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,100,100,0,0
CS Sergipe,Sergipe,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,46,46,79,0,2,-2,2,2,0,0,0,2,0,-2,0,0,0,0,45,45,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,3,0,50,50,0,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,1.00,1.00,0.00,3,3,0.00,100,0,0,0,0,0,0,0,0.00,0.46,0.00,0.91,1.91,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,100,100,0,0
Sao Raimundo EC Roraima,São Raimundo RR,2025,Brazil,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,47,47,59,1,1,0,2,2,0,1,0,1,0,0,0,90,90,0,90,90,0,0,0,0,1,1,0,0,0,0,1,1,0,5,5,0,0,0,0,50,50,0,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,5.00,5.00,0.00,0,0,0.00,100,100,100,100,100,100,100,100,0.64,1.64,0.00,1.12,2.12,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,100,0,0,0,0,100
EC Sao Jose Porto Alegre,EC São José,2025,Brazil,2,0,2,0,1,0,1,1,0,1,0,0,0,2,0,2,0,48,48,24,4,2,2,6,0,6,0,4,0,2,0,2,45,0,45,90,0,90,0,0,0,2,0,2,0,0,0,0,0,0,12,0,12,0,0,0,43,0,43,26,0,26,12,0,12,14,0,14,0,0,0,0,0,0,2,0,2,-2,0,-2,0,0,0,0,0,0,2,0,2,0,0,0,3,0,3,2,0,2,1,0,1,1,0,1,0,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,2,2,100,100,50,50,0,0,0,0,0,0,0,0,100,100,50,50,0,0,0,0,50,50,100,100,0,0,0,0,0,0,0,0,50,50,100,100,2,0,0,0,0,0,2,0,0,100,0,0,0,0,0,100,0,0,50,0,50,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,6.00,0.00,6.00,0,0,0.00,100,100,100,50,50,0,0,0,1.06,0.00,1.56,1.07,0.00,1.57,50,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,50,0,50,0,0,0,0
Brusque FC,Brusque,2025,Brazil,4,1,3,0,2,0,2,1,1,0,1,0,1,1.75,1,2,0,49,49,14,4,2,2,6,0,6,0,4,0,2,0,2,90,0,68,180,0,134,2,1,1,1,0,1,2,1,1,2,0,2,22,2,20,11,2,9,55,39,60,39,4,35,16,3,13,23,1,22,34,15,19,2,0,2,1,0,1,1,0,1,2,0,2,1,1,0,1,0,1,1.75,1,2,1.5,0,2,1,0,1.33,0.5,0,0.67,0.75,0,1,0.5,0,0.67,0.25,0,0.33,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,2,3,4,4,4,1,1,1,1,1,1,0,1,2,3,3,3,75,50,25,0,0,0,0,0,0,0,0,0,100,67,33,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,0,33,67,100,100,100,3,0,0,0,0,0,3,0,0,75,0,0,0,0,0,100,0,0,50,0,67,0,50,100,33,25,0,33,50,100,33,50,0,67,3,1,2,75,100,67,2,1,1,50,100,33,0,0,0,0,0,0,50,0,67,25,100,0,25,0,33,5.50,2.00,6.67,2.75,2,3.00,75,75,75,75,75,25,25,25,1.39,0.62,1.78,1.62,1.62,1.63,25,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,25,100,0,25,0,33,0
Trem Desportivo Clube,Trem,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,50,50,81,0,2,-2,2,2,0,0,0,2,0,-2,0,0,0,0,45,45,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,45,45,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,1.00,1.00,0.00,1,1,0.00,0,0,0,0,0,0,0,0,0.00,0.81,0.00,1.51,2.51,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,100,100,0,0
União EC,União Rondonópolis,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,51,51,86,0,3,-3,3,3,0,0,0,3,0,-3,0,0,0,0,30,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,23,23,0,1,1,0,0,0,0,1,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0.00,0.00,0.00,1,1,0.00,100,100,0,0,0,0,0,0,0.00,0.20,0.00,2.00,3.00,0.00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,100,100,0,0
Associação Esportiva de Altos,Altos,2025,Brazil,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,52,52,53,1,1,0,2,0,2,0,1,0,1,0,0,90,0,90,90,0,90,0,0,0,1,0,1,0,0,0,1,0,1,3,0,3,2,0,2,46,0,46,8,0,8,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,3.00,0.00,3.00,2,0,2.00,100,100,100,0,0,0,0,0,0.00,0.00,0.97,1.07,0.00,2.07,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,100,0,0,0,0
Operário Ferroviário EC,Operário PR,2025,Brazil,4,2,2,0,1,1,0,3,1,2,0,0,0,1.5,2,1,0,53,53,19,3,2,1,5,3,2,2,1,1,1,1,0,120,90,180,180,180,180,2,1,1,2,1,1,1,0,1,1,1,0,23,9,14,6,5,1,50,52,49,56,31,25,15,8,7,41,23,18,35,28,7,1,1,0,2,1,1,-1,0,-1,1,1,0,1,0,1,2,1,1,1,1.5,0.5,1.25,1.5,1,0.75,1,0.5,0.5,0.5,0.5,0.75,1,0.5,0.25,0.5,0,0.5,0.5,0.5,3,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,2,4,4,4,4,0,1,2,2,2,2,1,1,2,2,2,2,75,50,0,0,0,0,100,50,0,0,0,0,50,50,0,0,0,0,25,50,100,100,100,100,0,50,100,100,100,100,50,50,100,100,100,100,3,0,0,2,0,0,1,0,0,75,0,0,100,0,0,50,0,0,25,50,0,0,50,50,50,50,50,50,25,0,50,25,50,0,2,1,1,50,50,50,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,25,0,50,50,50,50,5.75,4.50,7.00,2,2.5,1.00,50,50,25,25,25,25,0,0,1.65,1.65,1.64,1.17,0.91,1.42,25,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,75,50,100,0,0,0,0
Sousa EC,Sousa,2025,Brazil,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,54,54,58,1,1,0,2,2,0,1,0,1,0,0,0,90,90,0,90,90,0,0,0,0,1,1,0,0,0,0,1,1,0,3,3,0,3,3,0,42,42,0,16,16,0,4,4,0,12,12,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,3.00,3.00,0.00,3,3,0.00,100,0,0,0,0,0,0,0,0.60,1.60,0.00,0.32,1.32,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100,100,0,0,0,0,0
Boavista SC,Boavista,2025,Brazil,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,55,55,76,0,2,-2,2,2,0,0,0,2,0,-2,0,0,0,0,45,45,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,3,3,0,50,50,0,15,15,0,6,6,0,9,9,0,0,0,0,0,0,0,2,2,0,-2,-2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,2,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,5.00,5.00,0.00,3,3,0.00,100,100,100,0,0,0,0,0,1.00,2.00,0.00,0.94,1.94,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,100,100,0,0
